 Q-RT  5.2558E+09 Q-1T  8.2179E+09 Q-2T  5.7348E+08 Q-3T  1.5667E+08
 10, 0 -  4, 2  0.287  0.258  0.190 1.076E+10
 Q-RT  9.0341E+09 Q-1T  1.5931E+09 Q-2T  1.0170E+08 Q-3T  2.6301E+07
 10, 0 -  3, 2  0.193  0.176  0.130 1.420E+10
 Q-RT  1.4006E+10 Q-1T  1.8176E+08 Q-2T  1.1042E+07 Q-3T  2.6859E+06
 10, 0 -  9, 3  0.193  1.424  0.964 1.637E+11
 8-RT  2.4978E+04 8-2T  1.2131E+11 8-3T  4.2430E+10
 10, 0 -  8, 3  1.484  0.862  0.616 3.234E+09
 8-RT  6.2168E+04 8-1T  9.8906E+08 8-2T  1.8129E+09 8-3T  4.3225E+08
 10, 0 -  7, 3  0.807  0.619  0.450 3.828E+08
 8-RT  1.4204E+05 8-1T  2.5983E+08 8-2T  9.9619E+07 8-3T  2.3222E+07
 10, 0 -  6, 3  0.555  0.465  0.341 7.305E+07
 8-RT  3.1282E+05 8-1T  6.0480E+07 8-2T  1.0052E+07 8-3T  2.2011E+06
 10, 0 -  5, 3  0.401  0.351  0.258 1.416E+07
 8-RT  6.5322E+05 8-1T  1.2037E+07 8-2T  1.2248E+06 8-3T  2.4303E+05
 10, 0 -  4, 3  0.287  0.258  0.190 2.782E+06
 8-RT  1.1164E+06 8-1T  1.5275E+06 8-2T  1.1732E+05 8-3T  2.0744E+04
 1K AUGER EL
 N1,L1,N2,L2,EKIN= 10 0 8 1  13.1391048
 W_EKIN_AUGER,EKIN_N1_N2=  0.00216056593  0.0142421043
 2K AUGER EL
 N1,L1,N2,L2,EKIN= 10 0 8 1  13.2881041
 W_EKIN_AUGER,EKIN_N1_N2=  0.000152351131  0.0142421043
 10, 1 -  9, 0  0.000  1.402  0.952 2.661E+13
 D-RT  2.2319E+12 D-2T  1.4838E+13 D-3T  9.5359E+12
 10, 1 -  8, 0  1.455  0.856  0.612 3.984E+13
 D-RT  2.9729E+12 D-1T  3.3439E+13 D-2T  2.5022E+12 D-3T  9.2339E+11
 10, 1 -  7, 0  0.800  0.615  0.447 1.548E+13
 D-RT  4.0765E+12 D-1T  1.0669E+13 D-2T  5.4289E+11 D-3T  1.9288E+11
 10, 1 -  6, 0  0.551  0.463  0.339 9.343E+12
 D-RT  5.9404E+12 D-1T  3.1948E+12 D-2T  1.5451E+11 D-3T  5.2911E+10
 10, 1 -  5, 0  0.398  0.350  0.257 1.049E+13
 D-RT  9.4023E+12 D-1T  1.0250E+12 D-2T  4.7960E+10 D-3T  1.5818E+10
 10, 1 -  4, 0  0.285  0.257  0.189 1.707E+13
 D-RT  1.6737E+13 D-1T  3.1365E+11 D-2T  1.4337E+10 D-3T  4.5456E+09
 10, 1 -  3, 0  0.192  0.175  0.130 3.591E+13
 D-RT  3.5827E+13 D-1T  7.9438E+10 D-2T  3.5662E+09 D-3T  1.0838E+09
 10, 1 -  2, 0  0.109  0.100  0.074 1.074E+14
 D-RT  1.0743E+14 D-1T  1.2574E+10 D-2T  5.5615E+08 D-3T  1.6137E+08
 10, 1 -  1, 0  0.041  0.038  0.028 4.844E+14
 D-RT  4.8443E+14 D-1T  5.5958E+08 D-2T  2.4469E+07 D-3T  6.7906E+06
 10, 1 -  9, 1  0.041  1.408  0.955 4.801E+13
 M-2T  4.4767E+13 Q-RT  3.8448E+08 Q-2T  2.2560E+12 Q-3T  9.8206E+11
 10, 1 -  8, 1  1.464  0.858  0.613 5.791E+13
 M-1T  5.7401E+13 Q-RT  7.3616E+08 Q-1T  3.7630E+11 Q-2T  1.0605E+11 Q-3T  2.9420E+10
 10, 1 -  7, 1  0.802  0.616  0.448 1.188E+11
 Q-RT  1.3322E+09 Q-1T  1.0202E+11 Q-2T  1.2030E+10 Q-3T  3.4245E+09
 10, 1 -  6, 1  0.552  0.464  0.340 3.296E+10
 Q-RT  2.4768E+09 Q-1T  2.7527E+10 Q-2T  2.3081E+09 Q-3T  6.4592E+08
 10, 1 -  5, 1  0.399  0.350  0.258 1.320E+10
 Q-RT  4.9375E+09 Q-1T  7.5805E+09 Q-2T  5.3672E+08 Q-3T  1.4398E+08
 10, 1 -  4, 1  0.286  0.257  0.190 1.310E+10
 Q-RT  1.1039E+10 Q-1T  1.9081E+09 Q-2T  1.2364E+08 Q-3T  3.1398E+07
 10, 1 -  3, 1  0.192  0.176  0.130 2.991E+10
 Q-RT  2.9509E+10 Q-1T  3.7371E+08 Q-2T  2.3052E+07 Q-3T  5.5056E+06
 10, 1 -  2, 1  0.109  0.101  0.075 1.026E+11
 Q-RT  1.0258E+11 Q-1T  3.9691E+07 Q-2T  2.3742E+06 Q-3T  5.3120E+05
 10, 1 -  9, 2  0.109  1.416  0.960 2.038E+13
 D-RT  1.7386E+12 D-2T  1.0712E+13 D-3T  7.8072E+12 8-RT  1.9716E+04 8-2T  9.4600E+10 8-3T  3.1606E+10
 10, 1 -  8, 2  1.475  0.860  0.615 2.224E+13
 D-RT  1.8671E+12 D-1T  1.8153E+13 D-2T  1.6185E+12 D-3T  5.9762E+11 8-RT  3.8260E+04 8-1T  6.7862E+08 8-2T  1.1038E+09
 8-3T  2.5852E+08
 10, 1 -  7, 2  0.805  0.618  0.449 7.826E+12
 D-RT  2.0255E+12 D-1T  5.4253E+12 D-2T  2.7634E+11 D-3T  9.8231E+10 8-RT  7.7718E+04 8-1T  1.4057E+08 8-2T  5.4434E+07
 8-3T  1.2463E+07
 10, 1 -  6, 2  0.554  0.465  0.340 3.562E+12
 D-RT  2.2465E+12 D-1T  1.2354E+12 D-2T  5.9782E+10 D-3T  2.0483E+10 8-RT  1.7228E+05 8-1T  3.2982E+07 8-2T  5.5522E+06
 8-3T  1.1940E+06
 10, 1 -  5, 2  0.400  0.351  0.258 2.809E+12
 D-RT  2.5115E+12 D-1T  2.8029E+11 D-2T  1.3121E+10 D-3T  4.3299E+09 8-RT  4.2477E+05 8-1T  7.7550E+06 8-2T  8.0040E+05
 8-3T  1.5595E+05
 10, 1 -  4, 2  0.287  0.258  0.190 2.776E+12
 D-RT  2.7206E+12 D-1T  5.2382E+10 D-2T  2.3950E+09 D-3T  7.5982E+08 8-RT  1.1795E+06 8-1T  1.5985E+06 8-2T  1.2461E+05
 8-3T  2.1637E+04
 10, 1 -  3, 2  0.193  0.176  0.130 2.459E+12
 D-RT  2.4531E+12 D-1T  5.6304E+09 D-2T  2.5283E+08 D-3T  7.6883E+07 8-RT  3.4843E+06 8-1T  2.1524E+05 8-2T  1.4397E+04
 8-3T  2.2378E+03
 10, 1 -  9, 3  0.193  1.419  0.961 1.803E+12
 Q-RT  2.1425E+08 Q-2T  1.2192E+12 Q-3T  5.8351E+11
 10, 1 -  8, 3  1.479  0.861  0.616 2.544E+11
 Q-RT  3.8427E+08 Q-1T  1.8074E+11 Q-2T  5.7396E+10 Q-3T  1.5913E+10
 10, 1 -  7, 3  0.806  0.618  0.449 5.361E+10
 Q-RT  5.8792E+08 Q-1T  4.6013E+10 Q-2T  5.4554E+09 Q-3T  1.5529E+09
 10, 1 -  6, 3  0.554  0.465  0.341 1.136E+10
 Q-RT  8.3670E+08 Q-1T  9.5017E+09 Q-2T  7.9877E+08 Q-3T  2.2362E+08
 10, 1 -  5, 3  0.401  0.351  0.258 2.947E+09
 Q-RT  1.0866E+09 Q-1T  1.7068E+09 Q-2T  1.2101E+08 Q-3T  3.2479E+07
 10, 1 -  4, 3  0.287  0.258  0.190 1.298E+09
 Q-RT  1.0895E+09 Q-1T  1.9331E+08 Q-2T  1.2535E+07 Q-3T  3.1853E+06
 10, 1 -  9, 4  0.287  1.421  0.962 5.479E+10
 8-RT  8.5735E+03 8-2T  4.0570E+10 8-3T  1.4223E+10
 10, 1 -  8, 4  1.482  0.862  0.616 1.073E+09
 8-RT  2.0926E+04 8-1T  3.1312E+08 8-2T  6.1574E+08 8-3T  1.4422E+08
 10, 1 -  7, 4  0.807  0.619  0.450 1.136E+08
 8-RT  4.2029E+04 8-1T  7.6800E+07 8-2T  2.9890E+07 8-3T  6.8447E+06
 10, 1 -  6, 4  0.555  0.465  0.341 1.658E+07
 8-RT  7.0810E+04 8-1T  1.3699E+07 8-2T  2.3128E+06 8-3T  4.9755E+05
 10, 1 -  5, 4  0.401  0.351  0.259 1.837E+06
 8-RT  8.4460E+04 8-1T  1.5595E+06 8-2T  1.6123E+05 8-3T  3.1430E+04
 10, 2 -  9, 0  0.002  1.396  0.948 2.575E+12
 Q-RT  3.1864E+08 Q-2T  1.8155E+12 Q-3T  7.5955E+11
 10, 2 -  8, 0  1.450  0.854  0.611 3.809E+11
 Q-RT  5.3258E+08 Q-1T  2.8618E+11 Q-2T  7.3557E+10 Q-3T  2.0588E+10
 10, 2 -  7, 0  0.799  0.615  0.447 7.614E+10
 Q-RT  8.6985E+08 Q-1T  6.5467E+10 Q-2T  7.6174E+09 Q-3T  2.1868E+09
 10, 2 -  6, 0  0.551  0.463  0.339 1.904E+10
 Q-RT  1.4521E+09 Q-1T  1.5896E+10 Q-2T  1.3184E+09 Q-3T  3.7198E+08
 10, 2 -  5, 0  0.398  0.349  0.257 6.662E+09
 Q-RT  2.5161E+09 Q-1T  3.8069E+09 Q-2T  2.6688E+08 Q-3T  7.2174E+07
 10, 2 -  4, 0  0.285  0.257  0.189 5.306E+09
 Q-RT  4.4822E+09 Q-1T  7.6276E+08 Q-2T  4.8960E+07 Q-3T  1.2533E+07
 10, 2 -  3, 0  0.192  0.175  0.129 7.307E+09
 Q-RT  7.2105E+09 Q-1T  8.9631E+07 Q-2T  5.4777E+06 Q-3T  1.3188E+06
 10, 2 -  2, 0  0.109  0.100  0.074 1.060E+09
 Q-RT  1.0592E+09 Q-1T  3.9936E+05 Q-2T  2.3668E+04 Q-3T  5.3382E+03
 10, 2 -  1, 0  0.041  0.038  0.028 2.082E+12
 Q-RT  2.0817E+12 Q-1T  4.5160E+06 Q-2T  2.6194E+05 Q-3T  5.5644E+04
 10, 2 -  9, 1  0.041  1.402  0.952 4.248E+13
 D-RT  3.4792E+12 D-2T  2.4019E+13 D-3T  1.4865E+13 8-RT  2.0777E+04 8-2T  9.1270E+10 8-3T  3.0013E+10
 10, 2 -  8, 1  1.458  0.856  0.612 6.750E+13
 D-RT  4.8040E+12 D-1T  5.7170E+13 D-2T  4.0231E+12 D-3T  1.4973E+12 8-RT  2.1957E+04 8-1T  4.7218E+08 8-2T  5.9567E+08
 8-3T  1.4069E+08
 10, 2 -  7, 1  0.801  0.616  0.448 2.592E+13
 D-RT  6.8011E+12 D-1T  1.7896E+13 D-2T  9.0262E+11 D-3T  3.2345E+11 8-RT  2.0005E+04 8-1T  3.5316E+07 8-2T  1.3393E+07
 8-3T  3.0908E+06
 10, 2 -  6, 1  0.552  0.463  0.339 1.609E+13
 D-RT  1.0208E+13 D-1T  5.5275E+12 D-2T  2.6495E+11 D-3T  9.1516E+10 8-RT  1.1677E+04 8-1T  2.1856E+06 8-2T  3.6235E+05
 8-3T  7.8516E+04
 10, 2 -  5, 1  0.399  0.350  0.258 1.854E+13
 D-RT  1.6604E+13 D-1T  1.8253E+12 D-2T  8.4651E+10 D-3T  2.8161E+10 8-RT  2.6792E-07 8-1T  4.7832E-06 8-2T  4.8757E-07
 8-3T  9.5706E-08
 10, 2 -  4, 1  0.286  0.257  0.190 3.081E+13
 D-RT  3.0208E+13 D-1T  5.7214E+11 D-2T  2.5918E+10 D-3T  8.2892E+09 8-RT  1.1751E+05 8-1T  1.5545E+05 8-2T  1.1987E+04
 8-3T  2.0968E+03
 10, 2 -  3, 1  0.192  0.176  0.130 6.492E+13
 D-RT  6.4764E+13 D-1T  1.4567E+11 D-2T  6.4809E+09 D-3T  1.9868E+09 8-RT  2.5257E+06 8-1T  1.5158E+05 8-2T  1.0039E+04
 8-3T  1.5721E+03
 10, 2 -  2, 1  0.109  0.101  0.075 1.757E+14
 D-RT  1.7570E+14 D-1T  2.1021E+10 D-2T  9.2138E+08 D-3T  2.6968E+08 8-RT  5.9928E+07 8-1T  6.3228E+04 8-2T  3.8623E+03
 8-3T  5.5037E+02
 10, 2 -  9, 2  0.109  1.410  0.956 4.621E+13
 M-2T  4.3971E+13 Q-RT  2.6180E+08 Q-2T  1.5602E+12 Q-3T  6.7675E+11
 10, 2 -  8, 2  1.469  0.859  0.614 5.561E+13
 M-1T  5.5265E+13 Q-RT  4.8397E+08 Q-1T  2.5306E+11 Q-2T  6.9987E+10 Q-3T  1.9575E+10
 10, 2 -  7, 2  0.804  0.617  0.449 7.559E+10
 Q-RT  8.3947E+08 Q-1T  6.4960E+10 Q-2T  7.6106E+09 Q-3T  2.1848E+09
 10, 2 -  6, 2  0.553  0.464  0.340 1.983E+10
 Q-RT  1.4738E+09 Q-1T  1.6584E+10 Q-2T  1.3800E+09 Q-3T  3.8954E+08
 10, 2 -  5, 2  0.400  0.351  0.258 7.267E+09
 Q-RT  2.6946E+09 Q-1T  4.1979E+09 Q-2T  2.9479E+08 Q-3T  7.9778E+07
 10, 2 -  4, 2  0.287  0.258  0.190 6.157E+09
 Q-RT  5.1736E+09 Q-1T  9.1038E+08 Q-2T  5.8488E+07 Q-3T  1.4985E+07
 10, 2 -  3, 2  0.193  0.176  0.130 9.833E+09
 Q-RT  9.6981E+09 Q-1T  1.2571E+08 Q-2T  7.6870E+06 Q-3T  1.8524E+06
 10, 2 -  9, 3  0.193  1.413  0.958 1.257E+13
 D-RT  1.1113E+12 D-2T  6.4596E+12 D-3T  4.9360E+12 8-RT  1.0197E+04 8-2T  4.7529E+10 8-3T  1.5987E+10
 10, 2 -  8, 3  1.473  0.860  0.615 1.173E+13
 D-RT  1.0442E+12 D-1T  9.4583E+12 D-2T  8.9481E+11 D-3T  3.3318E+11 8-RT  1.9082E+04 8-1T  3.3483E+08 8-2T  5.4282E+08
 8-3T  1.2821E+08
 10, 2 -  7, 3  0.805  0.618  0.449 3.793E+12
 D-RT  9.8173E+11 D-1T  2.6305E+12 D-2T  1.3278E+11 D-3T  4.7598E+10 8-RT  3.6344E+04 8-1T  6.5767E+07 8-2T  2.5243E+07
 8-3T  5.8285E+06
 10, 2 -  6, 3  0.554  0.465  0.341 1.441E+12
 D-RT  9.0852E+11 D-1T  5.0059E+11 D-2T  2.4006E+10 D-3T  8.2951E+09 8-RT  7.1483E+04 8-1T  1.3724E+07 8-2T  2.2912E+06
 8-3T  4.9692E+05
 10, 2 -  5, 3  0.401  0.351  0.258 8.691E+11
 D-RT  7.7674E+11 D-1T  8.6974E+10 D-2T  4.0347E+09 D-3T  1.3428E+09 8-RT  1.4131E+05 8-1T  2.5925E+06 8-2T  2.6535E+05
 8-3T  5.2150E+04
 10, 2 -  4, 3  0.287  0.258  0.190 5.136E+11
 D-RT  5.0331E+11 D-1T  9.7365E+09 D-2T  4.4117E+08 D-3T  1.4116E+08 8-RT  2.4319E+05 8-1T  3.3189E+05 8-2T  2.5651E+04
 8-3T  4.4930E+03
 10, 2 -  9, 4  0.287  1.415  0.959 9.233E+11
 Q-RT  1.1632E+08 Q-2T  6.1446E+11 Q-3T  3.0875E+11
 10, 2 -  8, 4  1.476  0.860  0.615 1.148E+11
 Q-RT  1.7963E+08 Q-1T  8.0865E+10 Q-2T  2.6367E+10 Q-3T  7.3729E+09
 10, 2 -  7, 4  0.806  0.618  0.449 2.048E+10
 Q-RT  2.2539E+08 Q-1T  1.7599E+10 Q-2T  2.0665E+09 Q-3T  5.9323E+08
 10, 2 -  6, 4  0.554  0.465  0.341 3.230E+09
 Q-RT  2.3809E+08 Q-1T  2.7029E+09 Q-2T  2.2516E+08 Q-3T  6.3567E+07
 10, 2 -  5, 4  0.401  0.351  0.258 4.784E+08
 Q-RT  1.7633E+08 Q-1T  2.7732E+08 Q-2T  1.9485E+07 Q-3T  5.2744E+06
 10, 2 -  9, 5  0.401  1.416  0.959 2.342E+10
 8-RT  3.8868E+03 8-2T  1.7211E+10 8-3T  6.2118E+09
 10, 2 -  8, 5  1.477  0.861  0.615 4.095E+08
 8-RT  8.2331E+03 8-1T  1.1675E+08 8-2T  2.3683E+08 8-3T  5.5939E+07
 10, 2 -  7, 5  0.806  0.618  0.449 3.329E+07
 8-RT  1.2405E+04 8-1T  2.2578E+07 8-2T  8.6909E+06 8-3T  2.0069E+06
 10, 2 -  6, 5  0.555  0.465  0.341 2.729E+06
 8-RT  1.1692E+04 8-1T  2.2580E+06 8-2T  3.7760E+05 8-3T  8.1914E+04
 1K AUGER EL
 N1,L1,N2,L2,EKIN= 10 2 8 1  13.1391048
 W_EKIN_AUGER,EKIN_N1_N2=  0.00307168276  0.0142421043
 10, 3 -  9, 0  0.000  1.394  0.947 9.816E+10
 8-RT  1.7589E+04 8-2T  7.4276E+10 8-3T  2.3889E+10
 10, 3 -  8, 0  1.448  0.854  0.611 2.910E+08
 8-RT  3.9340E+03 8-1T  1.6346E+08 8-2T  1.0313E+08 8-3T  2.4371E+07
 10, 3 -  7, 0  0.799  0.615  0.447 1.947E+07
 8-RT  7.6586E+03 8-1T  1.3308E+07 8-2T  4.9988E+06 8-3T  1.1540E+06
 10, 3 -  6, 0  0.551  0.463  0.339 3.878E+07
 8-RT  1.7448E+05 8-1T  3.2158E+07 8-2T  5.2990E+06 8-3T  1.1483E+06
 10, 3 -  5, 0  0.398  0.349  0.257 2.951E+07
 8-RT  1.4254E+06 8-1T  2.5048E+07 8-2T  2.5424E+06 8-3T  4.9903E+05
 10, 3 -  4, 0  0.285  0.257  0.189 2.541E+07
 8-RT  1.0511E+07 8-1T  1.3662E+07 8-2T  1.0502E+06 8-3T  1.8370E+05
 10, 3 -  3, 0  0.192  0.175  0.129 1.007E+08
 8-RT  9.4675E+07 8-1T  5.5616E+06 8-2T  3.6739E+05 8-3T  5.7538E+04
 10, 3 -  2, 0  0.109  0.100  0.074 1.313E+09
 8-RT  1.3112E+09 8-1T  1.3433E+06 8-2T  8.1877E+04 8-3T  1.1669E+04
 10, 3 -  1, 0  0.041  0.038  0.028 2.884E+09
 8-RT  2.8843E+09 8-1T  9.9151E+03 8-2T  5.7905E+02 8-3T  7.7058E+01
 10, 3 -  9, 1  0.041  1.400  0.950 4.287E+12
 Q-RT  5.0647E+08 Q-2T  3.0535E+12 Q-3T  1.2330E+12
 10, 3 -  8, 1  1.456  0.856  0.612 5.354E+11
 Q-RT  7.0471E+08 Q-1T  4.0854E+11 Q-2T  9.8593E+10 Q-3T  2.7608E+10
 10, 3 -  7, 1  0.801  0.616  0.448 7.839E+10
 Q-RT  8.8669E+08 Q-1T  6.7399E+10 Q-2T  7.8469E+09 Q-3T  2.2541E+09
 10, 3 -  6, 1  0.552  0.463  0.339 1.258E+10
 Q-RT  9.5023E+08 Q-1T  1.0512E+10 Q-2T  8.7136E+08 Q-3T  2.4606E+08
 10, 3 -  5, 1  0.399  0.350  0.258 1.568E+09
 Q-RT  5.8771E+08 Q-1T  8.9973E+08 Q-2T  6.3001E+07 Q-3T  1.7054E+07
 10, 3 -  4, 1  0.286  0.257  0.190 1.211E+08
 Q-RT  1.0205E+08 Q-1T  1.7610E+07 Q-2T  1.1287E+06 Q-3T  2.8922E+05
 10, 3 -  3, 1  0.192  0.176  0.130 2.670E+10
 Q-RT  2.6339E+10 Q-1T  3.3327E+08 Q-2T  2.0334E+07 Q-3T  4.9006E+06
 10, 3 -  2, 1  0.109  0.101  0.075 1.001E+12
 Q-RT  1.0006E+12 Q-1T  3.8703E+08 Q-2T  2.2899E+07 Q-3T  5.1700E+06
 10, 3 -  9, 2  0.109  1.408  0.955 5.984E+13
 D-RT  4.6909E+12 D-2T  3.4618E+13 D-3T  2.0436E+13 8-RT  1.5055E+04 8-2T  7.0039E+10 8-3T  2.2688E+10
 10, 3 -  8, 2  1.467  0.858  0.614 9.854E+13
 D-RT  6.6346E+12 D-1T  8.4187E+13 D-2T  5.6219E+12 D-3T  2.0943E+12 8-RT  1.0422E+04 8-1T  2.6673E+08 8-2T  2.9024E+08
 8-3T  6.8597E+07
 10, 3 -  7, 2  0.804  0.617  0.449 3.636E+13
 D-RT  9.4595E+12 D-1T  2.5180E+13 D-2T  1.2683E+12 D-3T  4.5490E+11 8-RT  2.1367E+03 8-1T  3.8319E+06 8-2T  1.4617E+06
 8-3T  3.3765E+05
 10, 3 -  6, 2  0.553  0.464  0.340 2.230E+13
 D-RT  1.4083E+13 D-1T  7.7154E+12 D-2T  3.6925E+11 D-3T  1.2766E+11 8-RT  7.3403E+03 8-1T  1.3975E+06 8-2T  2.3235E+05
 8-3T  5.0411E+04
 10, 3 -  5, 2  0.400  0.351  0.258 2.478E+13
 D-RT  2.2160E+13 D-1T  2.4675E+12 D-2T  1.1424E+11 D-3T  3.8043E+10 8-RT  1.6243E+05 8-1T  2.9554E+06 8-2T  3.0156E+05
 8-3T  5.9283E+04
 10, 3 -  4, 2  0.287  0.258  0.190 3.760E+13
 D-RT  3.6851E+13 D-1T  7.0856E+11 D-2T  3.2045E+10 D-3T  1.0259E+10 8-RT  1.4918E+06 8-1T  2.0177E+06 8-2T  1.5556E+05
 8-3T  2.7254E+04
 10, 3 -  3, 2  0.193  0.176  0.130 6.008E+13
 D-RT  5.9930E+13 D-1T  1.3745E+11 D-2T  6.1050E+09 D-3T  1.8734E+09 8-RT  1.2173E+07 8-1T  7.5121E+05 8-2T  4.9700E+04
 8-3T  7.7952E+03
 10, 3 -  9, 3  0.193  1.411  0.957 4.511E+13
 M-2T  4.3119E+13 Q-RT  2.2975E+08 Q-2T  1.3974E+12 Q-3T  5.9599E+11
 10, 3 -  8, 3  1.471  0.859  0.615 5.188E+13
 M-1T  5.1596E+13 Q-RT  4.0042E+08 Q-1T  2.1458E+11 Q-2T  5.8073E+10 Q-3T  1.6252E+10
 10, 3 -  7, 3  0.805  0.618  0.449 5.822E+10
 Q-RT  6.4409E+08 Q-1T  5.0034E+10 Q-2T  5.8567E+09 Q-3T  1.6824E+09
 10, 3 -  6, 3  0.554  0.465  0.340 1.368E+10
 Q-RT  1.0130E+09 Q-1T  1.1451E+10 Q-2T  9.5160E+08 Q-3T  2.6881E+08
 10, 3 -  5, 3  0.400  0.351  0.258 4.157E+09
 Q-RT  1.5363E+09 Q-1T  2.4063E+09 Q-2T  1.6872E+08 Q-3T  4.5697E+07
 10, 3 -  4, 3  0.287  0.258  0.190 2.323E+09
 Q-RT  1.9500E+09 Q-1T  3.4541E+08 Q-2T  2.2154E+07 Q-3T  5.6806E+06
 10, 3 -  9, 4  0.287  1.413  0.958 7.898E+12
 D-RT  7.1283E+11 D-2T  3.9863E+12 D-3T  3.1559E+12 8-RT  6.9034E+03 8-2T  3.2162E+10 8-3T  1.0762E+10
 10, 3 -  8, 4  1.474  0.860  0.615 5.998E+12
 D-RT  5.6757E+11 D-1T  4.7632E+12 D-2T  4.8554E+11 D-3T  1.8091E+11 8-RT  1.1933E+04 8-1T  2.0998E+08 8-2T  3.3893E+08
 8-3T  8.0107E+07
 10, 3 -  7, 4  0.805  0.618  0.449 1.692E+12
 D-RT  4.3765E+11 D-1T  1.1738E+12 D-2T  5.9138E+10 D-3T  2.1215E+10 8-RT  1.9825E+04 8-1T  3.5919E+07 8-2T  1.3770E+07
 8-3T  3.1816E+06
 10, 3 -  6, 4  0.554  0.465  0.341 4.833E+11
 D-RT  3.0445E+11 D-1T  1.6800E+11 D-2T  8.0419E+09 D-3T  2.7808E+09 8-RT  3.0649E+04 8-1T  5.8970E+06 8-2T  9.8328E+05
 8-3T  2.1342E+05
 10, 3 -  5, 4  0.401  0.351  0.258 1.705E+11
 D-RT  1.5235E+11 D-1T  1.7093E+10 D-2T  7.9152E+08 D-3T  2.6362E+08 8-RT  3.6641E+04 8-1T  6.7423E+05 8-2T  6.8913E+04
 8-3T  1.3555E+04
 10, 3 -  9, 5  0.401  1.414  0.958 4.674E+11
 Q-RT  6.1044E+07 Q-2T  3.0663E+11 Q-3T  1.6073E+11
 10, 3 -  8, 5  1.475  0.860  0.615 4.736E+10
 Q-RT  7.6304E+07 Q-1T  3.2997E+10 Q-2T  1.1160E+10 Q-3T  3.1228E+09
 10, 3 -  7, 5  0.806  0.618  0.449 6.349E+09
 Q-RT  6.9881E+07 Q-1T  5.4560E+09 Q-2T  6.3946E+08 Q-3T  1.8369E+08
 10, 3 -  6, 5  0.554  0.465  0.341 5.607E+08
 Q-RT  4.1314E+07 Q-1T  4.6934E+08 Q-2T  3.9028E+07 Q-3T  1.1026E+07
 10, 3 -  9, 6  0.554  1.414  0.959 9.305E+09
 8-RT  1.5876E+03 8-2T  6.7993E+09 8-3T  2.5061E+09
 10, 3 -  8, 6  1.476  0.860  0.615 1.251E+08
 8-RT  2.5552E+03 8-1T  3.4703E+07 8-2T  7.3095E+07 8-3T  1.7276E+07
 10, 3 -  7, 6  0.806  0.618  0.449 5.726E+06
 8-RT  2.1369E+03 8-1T  3.8862E+06 8-2T  1.4925E+06 8-3T  3.4487E+05
 1K AUGER EL
 N1,L1,N2,L2,EKIN= 10 3 8 2  13.1391048
