 D-RT  3.1158E+13 D-1T  8.5288E+12 D-2T  1.6424E+11 D-3T  1.3369E+11 8-RT  1.0122E+07 8-1T  6.9665E+08 8-2T  3.6963E+07
 8-3T  1.8441E+07
  5, 1 -  3, 2  0.239  0.217  0.160 2.518E+13
 D-RT  2.4992E+13 D-1T  1.8252E+11 D-2T  3.3444E+09 D-3T  2.5117E+09 8-RT  3.0554E+07 8-1T  1.0014E+07 8-2T  2.8961E+05
 8-3T  1.1492E+05
  5, 1 -  4, 3  0.480  0.412  0.302 4.139E+10
 Q-RT  6.7991E+09 Q-1T  3.2883E+10 Q-2T  1.0231E+09 Q-3T  6.8063E+08
  5, 2 -  4, 0  0.471  0.405  0.298 4.965E+11
 Q-RT  9.0328E+10 Q-1T  3.9049E+11 Q-2T  7.7680E+09 Q-3T  7.8866E+09
  5, 2 -  3, 0  0.237  0.215  0.159 1.862E+11
 Q-RT  1.7711E+11 Q-1T  8.8374E+09 Q-2T  1.4541E+08 Q-3T  1.3237E+08
  5, 2 -  2, 0  0.119  0.110  0.081 1.574E+11
 Q-RT  1.5734E+11 Q-1T  1.0102E+08 Q-2T  1.5831E+06 Q-3T  1.3196E+06
  5, 2 -  1, 0  0.042  0.039  0.029 1.456E+13
 Q-RT  1.4561E+13 Q-1T  3.6367E+07 Q-2T  5.5612E+05 Q-3T  4.3331E+05
  5, 2 -  4, 1  0.474  0.407  0.299 3.276E+14
 D-RT  2.5857E+14 D-1T  6.7193E+13 D-2T  8.3449E+11 D-3T  1.0379E+12 8-RT  1.9389E+07 8-1T  1.2360E+09 8-2T  4.1660E+07
 8-3T  3.1693E+07
  5, 2 -  3, 1  0.238  0.216  0.159 5.889E+14
 D-RT  5.8465E+14 D-1T  4.1294E+12 D-2T  4.8838E+10 D-3T  5.6069E+10 8-RT  1.0884E+07 8-1T  3.3976E+06 8-2T  6.3292E+04
 8-3T  3.8351E+04
  5, 2 -  2, 1  0.120  0.110  0.082 1.621E+15
 D-RT  1.6208E+15 D-1T  3.0703E+11 D-2T  3.5531E+09 D-3T  3.8343E+09 8-RT  1.0192E+08 8-1T  1.9835E+05 8-2T  3.2188E+03
 8-3T  1.6996E+03
  5, 2 -  4, 2  0.477  0.410  0.301 2.357E+11
 Q-RT  4.0325E+10 Q-1T  1.8779E+11 Q-2T  3.7596E+09 Q-3T  3.8231E+09
  5, 2 -  3, 2  0.239  0.217  0.160 9.163E+10
 Q-RT  8.6885E+10 Q-1T  4.5989E+09 Q-2T  7.5755E+07 Q-3T  6.9056E+07
  5, 2 -  4, 3  0.478  0.410  0.301 1.073E+13
 D-RT  8.3862E+12 D-1T  2.2842E+12 D-2T  2.8396E+10 D-3T  3.5357E+10 8-RT  2.4377E+06 8-1T  1.6655E+08 8-2T  5.6966E+06
 8-3T  4.3464E+06
  5, 3 -  4, 0  0.470  0.405  0.297 1.279E+09
 8-RT  1.9815E+07 8-1T  1.2049E+09 8-2T  2.4617E+07 8-3T  3.0149E+07
  5, 3 -  3, 0  0.237  0.215  0.159 2.122E+08
 8-RT  1.6213E+08 8-1T  4.8965E+07 8-2T  5.5745E+05 8-3T  5.4423E+05
  5, 3 -  2, 0  0.119  0.110  0.081 1.073E+10
 8-RT  1.0705E+10 8-1T  2.0124E+07 8-2T  1.9980E+05 8-3T  1.7007E+05
  5, 3 -  1, 0  0.042  0.039  0.029 1.407E+10
 8-RT  1.4074E+10 8-1T  5.6256E+04 8-2T  5.3134E+02 8-3T  4.1811E+02
  5, 3 -  4, 1  0.473  0.407  0.299 8.469E+11
 Q-RT  1.5206E+11 Q-1T  6.7319E+11 Q-2T  8.2141E+09 Q-3T  1.3460E+10
  5, 3 -  3, 1  0.238  0.216  0.159 4.307E+09
 Q-RT  4.0928E+09 Q-1T  2.0889E+08 Q-2T  2.1048E+06 Q-3T  3.0924E+06
  5, 3 -  2, 1  0.120  0.110  0.082 6.515E+12
 Q-RT  6.5106E+12 Q-1T  4.3002E+09 Q-2T  4.1262E+07 Q-3T  5.5504E+07
  5, 3 -  4, 2  0.476  0.409  0.300 5.572E+14
 D-RT  4.3760E+14 D-1T  1.1692E+14 D-2T  8.8939E+11 D-3T  1.7855E+12 8-RT  1.1073E+07 8-1T  7.3542E+08 8-2T  1.5305E+07
 8-3T  1.8814E+07
  5, 3 -  3, 2  0.239  0.217  0.160 7.706E+14
 D-RT  7.6490E+14 D-1T  5.5408E+12 D-2T  4.0122E+10 D-3T  7.4342E+10 8-RT  6.3877E+06 8-1T  2.0687E+06 8-2T  2.3633E+04
 8-3T  2.3131E+04
  5, 3 -  4, 3  0.477  0.410  0.301 1.343E+11
 Q-RT  2.2979E+10 Q-1T  1.0784E+11 Q-2T  1.3225E+09 Q-3T  2.1697E+09
  5, 4 -  4, 1  0.473  0.406  0.298 1.304E+09
 8-RT  1.9769E+07 8-1T  1.2421E+09 8-2T  1.1593E+07 8-3T  3.0842E+07
  5, 4 -  3, 1  0.238  0.216  0.159 2.720E+09
 8-RT  2.0670E+09 8-1T  6.4213E+08 8-2T  3.3217E+06 8-3T  7.0417E+06
  5, 4 -  2, 1  0.120  0.110  0.082 4.853E+09
 8-RT  4.8438E+09 8-1T  9.4112E+06 8-2T  4.2417E+04 8-3T  7.8369E+04
  5, 4 -  4, 2  0.476  0.409  0.300 8.813E+11
 Q-RT  1.5417E+11 Q-1T  7.0915E+11 Q-2T  3.9392E+09 Q-3T  1.4013E+10
  5, 4 -  3, 2  0.239  0.217  0.160 1.864E+12
 Q-RT  1.7686E+12 Q-1T  9.3227E+10 Q-2T  4.2650E+08 Q-3T  1.3603E+09
  5, 4 -  4, 3  0.477  0.410  0.301 9.098E+14
 D-RT  7.1379E+14 D-1T  1.9249E+14 D-2T  6.6450E+11 D-3T  2.8945E+12 8-RT  5.8066E+06 8-1T  3.9094E+08 8-2T  3.7023E+06
 8-3T  9.8784E+06
 1K AUGER EL
 N1,L1,N2,L2,EKIN= 5 4 4 3  55.8654175
 W_EKIN_AUGER,EKIN_N1_N2=  0.168141231  0.056968417
