 D-RT  1.1016E+12 D-1T  2.3724E+12 D-2T  2.0929E+11 D-3T  4.3962E+10
 15, 0 -  7, 1  0.593  0.491  0.359 2.526E+12
 D-RT  1.3811E+12 D-1T  1.0384E+12 D-2T  8.8515E+10 D-3T  1.8144E+10
 15, 0 -  6, 1  0.466  0.401  0.295 2.264E+12
 D-RT  1.7929E+12 D-1T  4.2858E+11 D-2T  3.5539E+10 D-3T  7.0900E+09
 15, 0 -  5, 1  0.361  0.319  0.235 2.599E+12
 D-RT  2.4263E+12 D-1T  1.5789E+11 D-2T  1.2802E+10 D-3T  2.4779E+09
 15, 0 -  4, 1  0.269  0.243  0.179 3.503E+12
 D-RT  3.4514E+12 D-1T  4.7500E+10 D-2T  3.7805E+09 D-3T  7.0720E+08
 15, 0 -  3, 1  0.186  0.170  0.126 5.195E+12
 D-RT  5.1838E+12 D-1T  9.7808E+09 D-2T  7.6616E+08 D-3T  1.3787E+08
 15, 0 -  2, 1  0.107  0.099  0.073 7.827E+12
 D-RT  7.8258E+12 D-1T  8.6518E+08 D-2T  6.6825E+07 D-3T  1.1506E+07
 15, 0 - 14, 2  0.107  3.861  1.832 8.926E+13
 Q-RT  3.3397E+07 Q-2T  6.8259E+13 Q-3T  2.0997E+13
 15, 0 - 13, 2  0.107  1.904  1.214 6.681E+12
 Q-RT  5.8050E+07 Q-2T  5.6126E+12 Q-3T  1.0681E+12
 15, 0 - 12, 2  0.107  1.361  0.928 1.066E+12
 Q-RT  8.8306E+07 Q-2T  8.8876E+11 Q-3T  1.7688E+11
 15, 0 - 11, 2  4.122  1.065  0.748 3.918E+11
 Q-RT  1.2964E+08 Q-1T  1.7004E+11 Q-2T  1.8816E+11 Q-3T  3.3510E+10
 15, 0 - 10, 2  1.499  0.866  0.619 1.673E+11
 Q-RT  1.8913E+08 Q-1T  1.0703E+11 Q-2T  5.1554E+10 Q-3T  8.4821E+09
 15, 0 -  9, 2  1.014  0.716  0.517 7.266E+10
 Q-RT  2.7815E+08 Q-1T  5.4744E+10 Q-2T  1.5101E+10 Q-3T  2.5372E+09
 15, 0 -  8, 2  0.762  0.595  0.433 3.133E+10
 Q-RT  4.1640E+08 Q-1T  2.5182E+10 Q-2T  4.9039E+09 Q-3T  8.2890E+08
 15, 0 -  7, 2  0.594  0.492  0.360 1.331E+10
 Q-RT  6.3949E+08 Q-1T  1.0733E+10 Q-2T  1.6586E+09 Q-3T  2.7741E+08
 15, 0 -  6, 2  0.466  0.402  0.295 5.779E+09
 Q-RT  1.0139E+09 Q-1T  4.1295E+09 Q-2T  5.4669E+08 Q-3T  8.9093E+07
 15, 0 -  5, 2  0.362  0.320  0.236 3.196E+09
 Q-RT  1.6633E+09 Q-1T  1.3467E+09 Q-2T  1.6110E+08 Q-3T  2.5261E+07
 15, 0 -  4, 2  0.270  0.244  0.180 3.152E+09
 Q-RT  2.7807E+09 Q-1T  3.2921E+08 Q-2T  3.6901E+07 Q-3T  5.5128E+06
 15, 0 -  3, 2  0.187  0.171  0.126 4.283E+09
 Q-RT  4.2333E+09 Q-1T  4.4295E+07 Q-2T  4.7614E+06 Q-3T  6.7256E+05
 15, 0 - 14, 3  0.187  3.877  1.835 1.332E+13
 8-RT  7.6317E+02 8-2T  1.1119E+13 8-3T  2.2044E+12
 15, 0 - 13, 3  0.187  1.906  1.215 3.909E+11
 8-RT  1.4975E+03 8-2T  3.4259E+11 8-3T  4.8265E+10
 15, 0 - 12, 3  0.187  1.362  0.928 3.287E+10
 8-RT  2.7685E+03 8-2T  2.9822E+10 8-3T  3.0517E+09
 15, 0 - 11, 3  4.157  1.066  0.749 4.606E+09
 8-RT  5.0618E+03 8-1T  1.7671E+08 8-2T  4.0389E+09 8-3T  3.9061E+08
 15, 0 - 10, 3  1.501  0.866  0.619 7.806E+08
 8-RT  9.2727E+03 8-1T  2.0555E+08 8-2T  5.0480E+08 8-3T  7.0220E+07
 15, 0 -  9, 3  1.015  0.716  0.517 2.446E+08
 8-RT  1.7161E+04 8-1T  1.2037E+08 8-2T  1.0918E+08 8-3T  1.5074E+07
 15, 0 -  8, 3  0.763  0.595  0.433 7.354E+07
 8-RT  3.2280E+04 8-1T  4.3967E+07 8-2T  2.6021E+07 8-3T  3.5179E+06
 15, 0 -  7, 3  0.595  0.492  0.360 2.630E+07
 8-RT  6.1891E+04 8-1T  1.8991E+07 8-2T  6.4127E+06 8-3T  8.3247E+05
 15, 0 -  6, 3  0.467  0.402  0.295 8.747E+06
 8-RT  1.2027E+05 8-1T  6.9149E+06 8-2T  1.5259E+06 8-3T  1.8576E+05
 15, 0 -  5, 3  0.362  0.320  0.236 2.501E+06
 8-RT  2.2922E+05 8-1T  1.9248E+06 8-2T  3.1220E+05 8-3T  3.4871E+04
 15, 0 -  4, 3  0.270  0.244  0.180 7.238E+05
 8-RT  3.6656E+05 8-1T  3.1198E+05 8-2T  4.1137E+04 8-3T  4.1622E+03
 15, 1 - 14, 0  0.000  3.762  1.812 1.430E+14
 D-RT  2.4336E+11 D-2T  1.1396E+14 D-3T  2.8769E+13
 15, 1 - 13, 0  0.000  1.889  1.207 1.573E+13
 D-RT  2.8469E+11 D-2T  1.2197E+13 D-3T  3.2498E+12
 15, 1 - 12, 0  0.000  1.354  0.924 5.148E+12
 D-RT  3.3456E+11 D-2T  3.5668E+12 D-3T  1.2464E+12
 15, 1 - 11, 0  3.940  1.061  0.746 1.440E+13
 D-RT  4.0287E+11 D-1T  1.2051E+13 D-2T  1.5205E+12 D-3T  4.2170E+11
 15, 1 - 10, 0  1.487  0.863  0.617 7.601E+12
 D-RT  4.9905E+11 D-1T  6.1643E+12 D-2T  7.6859E+11 D-3T  1.6858E+11
 15, 1 -  9, 0  1.009  0.714  0.516 4.243E+12
 D-RT  6.3816E+11 D-1T  3.1886E+12 D-2T  3.4300E+11 D-3T  7.3671E+10
 15, 1 -  8, 0  0.759  0.593  0.432 2.851E+12
 D-RT  8.4702E+11 D-1T  1.8110E+12 D-2T  1.5972E+11 D-3T  3.3546E+10
 15, 1 -  7, 0  0.592  0.491  0.359 2.145E+12
 D-RT  1.1767E+12 D-1T  8.7830E+11 D-2T  7.4850E+10 D-3T  1.5340E+10
 15, 1 -  6, 0  0.465  0.401  0.294 2.185E+12
 D-RT  1.7332E+12 D-1T  4.1105E+11 D-2T  3.4080E+10 D-3T  6.7978E+09
 15, 1 -  5, 0  0.360  0.319  0.235 2.958E+12
 D-RT  2.7630E+12 D-1T  1.7820E+11 D-2T  1.4448E+10 D-3T  2.7958E+09
 15, 1 -  4, 0  0.269  0.243  0.179 5.013E+12
 D-RT  4.9390E+12 D-1T  6.7246E+10 D-2T  5.3515E+09 D-3T  1.0008E+09
 15, 1 -  3, 0  0.186  0.170  0.125 1.061E+13
 D-RT  1.0591E+13 D-1T  1.9700E+10 D-2T  1.5430E+09 D-3T  2.7760E+08
 15, 1 -  2, 0  0.107  0.099  0.073 3.176E+13
 D-RT  3.1752E+13 D-1T  3.4350E+09 D-2T  2.6529E+08 D-3T  4.5664E+07
 15, 1 -  1, 0  0.040  0.037  0.028 1.433E+14
 D-RT  1.4333E+14 D-1T  1.6167E+08 D-2T  1.2348E+07 D-3T  2.0347E+06
 15, 1 - 14, 1  0.040  3.793  1.819 2.936E+14
 M-2T  2.1364E+14 M-3T  2.5812E+13 Q-RT  1.9862E+07 Q-2T  4.1889E+13 Q-3T  1.2252E+13
 15, 1 - 13, 1  0.040  1.894  1.209 5.544E+13
 M-2T  4.6453E+13 M-3T  4.8695E+12 Q-RT  3.2922E+07 Q-2T  3.4836E+12 Q-3T  6.3067E+11
 15, 1 - 12, 1  0.040  1.356  0.925 1.234E+13
 M-2T  1.1698E+13 Q-RT  4.9911E+07 Q-2T  5.4686E+11 Q-3T  9.7454E+10
 15, 1 - 11, 1  4.004  1.062  0.747 3.994E+13
 M-1T  3.6385E+13 M-2T  3.3113E+12 Q-RT  7.4320E+07 Q-1T  1.0801E+11 Q-2T  1.1634E+11 Q-3T  1.8836E+10
 15, 1 - 10, 1  1.491  0.864  0.618 1.120E+13
 M-1T  1.1094E+13 Q-RT  1.1138E+08 Q-1T  6.8695E+10 Q-2T  2.9858E+10 Q-3T  4.9137E+09
 15, 1 -  9, 1  1.011  0.714  0.516 3.551E+12
 M-1T  3.5038E+12 Q-RT  1.7042E+08 Q-1T  3.6072E+10 Q-2T  9.1169E+09 Q-3T  1.5320E+09
 15, 1 -  8, 1  0.761  0.594  0.432 2.005E+10
 Q-RT  2.6954E+08 Q-1T  1.6120E+10 Q-2T  3.1313E+09 Q-3T  5.2926E+08
 15, 1 -  7, 1  0.593  0.491  0.359 9.190E+09
 Q-RT  4.4666E+08 Q-1T  7.4090E+09 Q-2T  1.1431E+09 Q-3T  1.9115E+08
 15, 1 -  6, 1  0.466  0.401  0.295 4.450E+09
 Q-RT  7.8907E+08 Q-1T  3.1728E+09 Q-2T  4.1960E+08 Q-3T  6.8361E+07
 15, 1 -  5, 1  0.361  0.319  0.235 2.906E+09
 Q-RT  1.5229E+09 Q-1T  1.2151E+09 Q-2T  1.4527E+08 Q-3T  2.2769E+07
 15, 1 -  4, 1  0.269  0.243  0.179 3.771E+09
 Q-RT  3.3336E+09 Q-1T  3.8778E+08 Q-2T  4.3448E+07 Q-3T  6.4880E+06
 15, 1 -  3, 1  0.186  0.170  0.126 8.892E+09
 Q-RT  8.7916E+09 Q-1T  8.9912E+07 Q-2T  9.6622E+06 Q-3T  1.3641E+06
 15, 1 -  2, 1  0.107  0.099  0.073 3.034E+10
 Q-RT  3.0324E+10 Q-1T  1.0702E+07 Q-2T  1.1176E+06 Q-3T  1.4827E+05
 15, 1 - 14, 2  0.107  3.835  1.827 1.768E+14
 D-RT  2.6126E+11 D-2T  1.3645E+14 D-3T  3.1709E+13 8-RT  4.8477E+02 8-2T  7.0284E+12 8-3T  1.3657E+12
 15, 1 - 13, 2  0.107  1.901  1.212 1.525E+13
 D-RT  2.7431E+11 D-2T  1.1802E+13 D-3T  2.9467E+12 8-RT  7.5053E+02 8-2T  1.9570E+11 8-3T  2.6508E+10
 15, 1 - 12, 2  0.107  1.359  0.927 4.054E+12
 D-RT  2.8863E+11 D-2T  2.6517E+12 D-3T  1.0967E+12 8-RT  1.1699E+03 8-2T  1.5531E+10 8-3T  1.2666E+09
 15, 1 - 11, 2  4.094  1.064  0.748 8.977E+12
 D-RT  3.1028E+11 D-1T  7.3545E+12 D-2T  9.7972E+11 D-3T  3.3030E+11 8-RT  1.8968E+03 8-1T  9.0747E+07 8-2T  1.9371E+09
 8-3T  1.4444E+08
 15, 1 - 10, 2  1.497  0.865  0.619 4.496E+12
 D-RT  3.4047E+11 D-1T  3.5061E+12 D-2T  5.3243E+11 D-3T  1.1682E+11 8-RT  3.2202E+03 8-1T  9.7396E+07 8-2T  1.7344E+08
 8-3T  2.4126E+07
 15, 1 -  9, 2  1.013  0.715  0.517 2.278E+12
 D-RT  3.8061E+11 D-1T  1.6453E+12 D-2T  2.0763E+11 D-3T  4.4610E+10 8-RT  5.7588E+03 8-1T  5.3928E+07 8-2T  3.6307E+07
 8-3T  5.0126E+06
 15, 1 -  8, 2  0.762  0.595  0.433 1.472E+12
 D-RT  4.3268E+11 D-1T  9.3867E+11 D-2T  8.2831E+10 D-3T  1.7402E+10 8-RT  1.0939E+04 8-1T  1.4817E+07 8-2T  8.7472E+06
 8-3T  1.1825E+06
 15, 1 -  7, 2  0.594  0.492  0.360 9.161E+11
 D-RT  4.9897E+11 D-1T  3.7826E+11 D-2T  3.2250E+10 D-3T  6.6119E+09 8-RT  2.2325E+04 8-1T  6.8112E+06 8-2T  2.2959E+06
 8-3T  2.9799E+05
 15, 1 -  6, 2  0.466  0.402  0.295 7.351E+11
 D-RT  5.8094E+11 D-1T  1.4018E+11 D-2T  1.1626E+10 D-3T  2.3200E+09 8-RT  4.9690E+04 8-1T  2.8395E+06 8-2T  6.2583E+05
 8-3T  7.6167E+04
 15, 1 -  5, 2  0.362  0.320  0.236 7.233E+11
 D-RT  6.7459E+11 D-1T  4.4389E+10 D-2T  3.5998E+09 D-3T  6.9693E+08 8-RT  1.2283E+05 8-1T  1.0245E+06 8-2T  1.6604E+05
 8-3T  1.8540E+04
 15, 1 -  4, 2  0.270  0.244  0.180 7.644E+11
 D-RT  7.5290E+11 D-1T  1.0507E+10 D-2T  8.3633E+08 D-3T  1.5649E+08 8-RT  3.4189E+05 8-1T  2.8869E+05 8-2T  3.8046E+04
 8-3T  3.8483E+03
 15, 1 -  3, 2  0.187  0.171  0.126 6.965E+11
 D-RT  6.9500E+11 D-1T  1.3360E+09 D-2T  1.0467E+08 D-3T  1.8841E+07 8-RT  1.0129E+06 8-1T  4.8608E+04 8-2T  5.6354E+03
 8-3T  5.1630E+02
 15, 1 - 14, 3  0.187  3.850  1.830 3.938E+13
 Q-RT  1.5872E+07 Q-2T  2.9882E+13 Q-3T  9.4954E+12
 15, 1 - 13, 3  0.187  1.903  1.213 2.853E+12
 Q-RT  2.6851E+07 Q-2T  2.3838E+12 Q-3T  4.6911E+11
 15, 1 - 12, 3  0.187  1.361  0.928 4.500E+11
 Q-RT  3.9406E+07 Q-2T  3.7100E+11 Q-3T  7.8908E+10
 15, 1 - 11, 3  4.129  1.065  0.748 1.586E+11
 Q-RT  5.5321E+07 Q-1T  6.8074E+10 Q-2T  7.6114E+10 Q-3T  1.4315E+10
 15, 1 - 10, 3  1.500  0.866  0.619 6.541E+10
 Q-RT  7.6377E+07 Q-1T  4.1035E+10 Q-2T  2.0861E+10 Q-3T  3.4322E+09
 15, 1 -  9, 3  1.014  0.716  0.517 2.656E+10
 Q-RT  1.0486E+08 Q-1T  1.9793E+10 Q-2T  5.7077E+09 Q-3T  9.5897E+08
 15, 1 -  8, 3  0.763  0.595  0.433 1.084E+10
 Q-RT  1.4371E+08 Q-1T  8.7130E+09 Q-2T  1.6978E+09 Q-3T  2.8697E+08
 15, 1 -  7, 3  0.595  0.492  0.360 4.093E+09
 Q-RT  1.9607E+08 Q-1T  3.3012E+09 Q-2T  5.1040E+08 Q-3T  8.5368E+07
 15, 1 -  6, 3  0.467  0.402  0.295 1.501E+09
 Q-RT  2.6249E+08 Q-1T  1.0733E+09 Q-2T  1.4214E+08 Q-3T  2.3166E+07
 15, 1 -  5, 3  0.362  0.320  0.236 6.339E+08
 Q-RT  3.2910E+08 Q-1T  2.6775E+08 Q-2T  3.2039E+07 Q-3T  5.0243E+06
 15, 1 -  4, 3  0.270  0.244  0.180 3.669E+08
 Q-RT  3.2341E+08 Q-1T  3.8525E+07 Q-2T  4.3189E+06 Q-3T  6.4532E+05
 15, 1 - 14, 4  0.270  3.859  1.832 5.473E+12
 8-RT  3.3386E+02 8-2T  4.5558E+12 8-3T  9.1709E+11
 15, 1 - 13, 4  0.270  1.904  1.214 1.651E+11
 8-RT  6.9635E+02 8-2T  1.4430E+11 8-3T  2.0810E+10
 15, 1 - 12, 4  0.270  1.361  0.928 1.410E+10
 8-RT  1.3147E+03 8-2T  1.2656E+10 8-3T  1.4427E+09
 15, 1 - 11, 4  4.148  1.065  0.749 1.947E+09
 8-RT  2.3666E+03 8-1T  7.2157E+07 8-2T  1.6921E+09 8-3T  1.8226E+08
 15, 1 - 10, 4  1.501  0.866  0.619 3.372E+08
 8-RT  4.1320E+03 8-1T  8.1120E+07 8-2T  2.2484E+08 8-3T  3.1276E+07
 15, 1 -  9, 4  1.015  0.716  0.517 9.572E+07
 8-RT  7.0469E+03 8-1T  4.4664E+07 8-2T  4.4859E+07 8-3T  6.1936E+06
 15, 1 -  8, 4  0.763  0.595  0.433 2.672E+07
 8-RT  1.1716E+04 8-1T  1.5973E+07 8-2T  9.4574E+06 8-3T  1.2786E+06
 15, 1 -  7, 4  0.595  0.492  0.360 7.946E+06
 8-RT  1.8669E+04 8-1T  5.7371E+06 8-2T  1.9382E+06 8-3T  2.5163E+05
 15, 1 -  6, 4  0.467  0.402  0.295 1.966E+06
 8-RT  2.6977E+04 8-1T  1.5543E+06 8-2T  3.4315E+05 8-3T  4.1778E+04
 15, 1 -  5, 4  0.362  0.320  0.236 3.171E+05
 8-RT  2.8987E+04 8-1T  2.4410E+05 8-2T  3.9608E+04 8-3T  4.4245E+03
 15, 2 - 14, 0  0.000  3.729  1.806 3.942E+13
 Q-RT  1.4258E+07 Q-2T  3.0806E+13 Q-3T  8.6089E+12
 15, 2 - 13, 0  0.000  1.885  1.205 2.927E+12
 Q-RT  2.1577E+07 Q-2T  2.4952E+12 Q-3T  4.3140E+11
 15, 2 - 12, 0  0.000  1.353  0.923 4.325E+11
 Q-RT  3.0992E+07 Q-2T  3.7331E+11 Q-3T  5.9127E+10
 15, 2 - 11, 0  3.908  1.060  0.745 1.592E+11
 Q-RT  4.4186E+07 Q-1T  7.2243E+10 Q-2T  7.5921E+10 Q-3T  1.1006E+10
 15, 2 - 10, 0  1.485  0.863  0.617 6.339E+10
 Q-RT  6.3568E+07 Q-1T  4.3767E+10 Q-2T  1.6799E+10 Q-3T  2.7653E+09
 15, 2 -  9, 0  1.008  0.713  0.515 2.772E+10
 Q-RT  9.3201E+07 Q-1T  2.1874E+10 Q-2T  4.9252E+09 Q-3T  8.2771E+08
 15, 2 -  8, 0  0.759  0.593  0.432 1.035E+10
 Q-RT  1.4040E+08 Q-1T  8.3212E+09 Q-2T  1.6131E+09 Q-3T  2.7265E+08
 15, 2 -  7, 0  0.592  0.491  0.359 4.466E+09
 Q-RT  2.1903E+08 Q-1T  3.5994E+09 Q-2T  5.5461E+08 Q-3T  9.2731E+07
 15, 2 -  6, 0  0.465  0.401  0.294 1.993E+09
 Q-RT  3.5638E+08 Q-1T  1.4188E+09 Q-2T  1.8747E+08 Q-3T  3.0537E+07
 15, 2 -  5, 0  0.360  0.319  0.235 1.151E+09
 Q-RT  6.0665E+08 Q-1T  4.7864E+08 Q-2T  5.7193E+07 Q-3T  8.9620E+06
 15, 2 -  4, 0  0.269  0.243  0.179 1.197E+09
 Q-RT  1.0596E+09 Q-1T  1.2162E+08 Q-2T  1.3622E+07 Q-3T  2.0335E+06
 15, 2 -  3, 0  0.186  0.170  0.125 1.639E+09
 Q-RT  1.6205E+09 Q-1T  1.6290E+07 Q-2T  1.7502E+06 Q-3T  2.4700E+05
 15, 2 -  2, 0  0.107  0.099  0.073 6.042E+07
 Q-RT  6.0397E+07 Q-1T  2.0785E+04 Q-2T  2.1702E+03 Q-3T  2.8782E+02
 15, 2 -  1, 0  0.040  0.037  0.028 6.311E+11
 Q-RT  6.3110E+11 Q-1T  1.3346E+06 Q-2T  1.3643E+05 Q-3T  1.7064E+04
 15, 2 - 14, 1  0.040  3.759  1.812 2.106E+14
 D-RT  3.4885E+11 D-2T  1.6150E+14 D-3T  4.1629E+13 8-RT  4.3570E+02 8-2T  5.9573E+12 8-3T  1.1370E+12
 15, 2 - 13, 1  0.040  1.890  1.207 2.392E+13
 D-RT  4.1848E+11 D-2T  1.8405E+13 D-3T  4.9393E+12 8-RT  4.5047E+02 8-2T  1.3908E+11 8-3T  1.7910E+10
 15, 2 - 12, 1  0.040  1.355  0.924 8.097E+12
 D-RT  5.0281E+11 D-2T  5.7067E+12 D-3T  1.8784E+12 8-RT  4.4943E+02 8-2T  8.9201E+09 8-3T  4.6950E+08
 15, 2 - 11, 1  3.970  1.062  0.746 2.369E+13
 D-RT  6.1826E+11 D-1T  1.9928E+13 D-2T  2.4896E+12 D-3T  6.4939E+11 8-RT  4.2533E+02 8-1T  4.4837E+07 8-2T  8.4949E+08
 8-3T  3.1502E+07
 15, 2 - 10, 1  1.489  0.864  0.617 1.252E+13
 D-RT  7.8149E+11 D-1T  1.0266E+13 D-2T  1.2084E+12 D-3T  2.6507E+11 8-RT  3.5911E+02 8-1T  3.3870E+07 8-2T  1.8896E+07
 8-3T  2.6285E+06
 15, 2 -  9, 1  1.010  0.714  0.516 7.056E+12
 D-RT  1.0198E+12 D-1T  5.3669E+12 D-2T  5.5061E+11 D-3T  1.1827E+11 8-RT  2.2857E+02 8-1T  1.1749E+07 8-2T  1.4115E+06
 8-3T  1.9485E+05
 15, 2 -  8, 1  0.760  0.593  0.432 4.668E+12
 D-RT  1.3819E+12 D-1T  2.9694E+12 D-2T  2.6193E+11 D-3T  5.5018E+10 8-RT  4.8673E+01 8-1T  6.5063E+04 8-2T  3.8180E+04
 8-3T  5.1598E+03
 15, 2 -  7, 1  0.593  0.491  0.359 3.585E+12
 D-RT  1.9613E+12 D-1T  1.4724E+12 D-2T  1.2550E+11 D-3T  2.5724E+10 8-RT  1.0325E+02 8-1T  3.1058E+04 8-2T  1.0423E+04
 8-3T  1.3522E+03
 15, 2 -  6, 1  0.465  0.401  0.295 3.729E+12
 D-RT  2.9533E+12 D-1T  7.0518E+11 D-2T  5.8474E+10 D-3T  1.1665E+10 8-RT  2.2509E+03 8-1T  1.2665E+05 8-2T  2.7827E+04
 8-3T  3.3845E+03
 15, 2 -  5, 1  0.361  0.319  0.235 5.155E+12
 D-RT  4.8117E+12 D-1T  3.1289E+11 D-2T  2.5370E+10 D-3T  4.9103E+09 8-RT  1.8155E+04 8-1T  1.4878E+05 8-2T  2.4062E+04
 8-3T  2.6846E+03
 15, 2 -  4, 1  0.269  0.243  0.179 8.887E+12
 D-RT  8.7552E+12 D-1T  1.2044E+11 D-2T  9.5856E+09 D-3T  1.7931E+09 8-RT  1.3425E+05 8-1T  1.1100E+05 8-2T  1.4609E+04
 8-3T  1.4765E+03
 15, 2 -  3, 1  0.186  0.170  0.126 1.879E+13
 D-RT  1.8750E+13 D-1T  3.5367E+10 D-2T  2.7704E+09 D-3T  4.9853E+08 8-RT  1.2579E+06 8-1T  5.8765E+04 8-2T  6.8075E+03
 8-3T  6.2319E+02
 15, 2 -  2, 1  0.107  0.099  0.073 5.078E+13
 D-RT  5.0770E+13 D-1T  5.6123E+09 D-2T  4.3348E+08 D-3T  7.4635E+07 8-RT  2.1162E+07 8-1T  2.0111E+04 8-2T  2.1626E+03
 8-3T  1.8114E+02
 15, 2 - 14, 2  0.107  3.800  1.820 2.805E+14
 M-2T  2.1596E+14 M-3T  2.6047E+13 Q-RT  1.3866E+07 Q-2T  2.9788E+13 Q-3T  8.6829E+12
 15, 2 - 13, 2  0.107  1.897  1.210 5.437E+13
 M-2T  4.6590E+13 M-3T  4.8740E+12 Q-RT  2.2694E+07 Q-2T  2.4651E+12 Q-3T  4.4330E+11
 15, 2 - 12, 2  0.107  1.358  0.926 1.206E+13
 M-2T  1.1608E+13 Q-RT  3.3942E+07 Q-2T  3.8160E+11 Q-3T  6.6870E+10
 15, 2 - 11, 2  4.058  1.064  0.748 3.909E+13
 M-1T  3.5679E+13 M-2T  3.2449E+12 Q-RT  4.9791E+07 Q-1T  7.3959E+10 Q-2T  7.9943E+10 Q-3T  1.2736E+10
 15, 2 - 10, 2  1.496  0.865  0.618 1.078E+13
 M-1T  1.0709E+13 Q-RT  7.3320E+07 Q-1T  4.6296E+10 Q-2T  1.9845E+10 Q-3T  3.2654E+09
 15, 2 -  9, 2  1.013  0.715  0.517 3.347E+12
 M-1T  3.3163E+12 Q-RT  1.0980E+08 Q-1T  2.3805E+10 Q-2T  5.9325E+09 Q-3T  9.9681E+08
 15, 2 -  8, 2  0.762  0.594  0.433 1.268E+10
 Q-RT  1.6895E+08 Q-1T  1.0190E+10 Q-2T  1.9833E+09 Q-3T  3.3523E+08
 15, 2 -  7, 2  0.594  0.492  0.360 5.605E+09
 Q-RT  2.6983E+08 Q-1T  4.5198E+09 Q-2T  6.9830E+08 Q-3T  1.1679E+08
 15, 2 -  6, 2  0.466  0.402  0.295 2.574E+09
 Q-RT  4.5212E+08 Q-1T  1.8389E+09 Q-2T  2.4342E+08 Q-3T  3.9668E+07
 15, 2 -  5, 2  0.361  0.320  0.236 1.543E+09
 Q-RT  8.0325E+08 Q-1T  6.4974E+08 Q-2T  7.7726E+07 Q-3T  1.2187E+07
 15, 2 -  4, 2  0.270  0.244  0.180 1.717E+09
 Q-RT  1.5149E+09 Q-1T  1.7925E+08 Q-2T  2.0092E+07 Q-3T  3.0016E+06
 15, 2 -  3, 2  0.187  0.171  0.126 2.843E+09
 Q-RT  2.8101E+09 Q-1T  2.9394E+07 Q-2T  3.1596E+06 Q-3T  4.4630E+05
 15, 2 - 14, 3  0.187  3.816  1.823 1.304E+14
 D-RT  1.9258E+11 D-2T  1.0257E+14 D-3T  2.2974E+13 8-RT  2.7756E+02 8-2T  3.9032E+12 8-3T  7.5963E+11
 15, 2 - 13, 3  0.187  1.899  1.211 1.050E+13
 D-RT  1.8916E+11 D-2T  8.2206E+12 D-3T  1.9693E+12 8-RT  4.3204E+02 8-2T  1.0927E+11 8-3T  1.4875E+10
 15, 2 - 12, 3  0.187  1.359  0.927 2.547E+12
 D-RT  1.8770E+11 D-2T  1.6376E+12 D-3T  7.1208E+11 8-RT  6.7775E+02 8-2T  8.6557E+09 8-3T  7.3133E+08
 15, 2 - 11, 3  4.092  1.064  0.748 5.020E+12
 D-RT  1.9015E+11 D-1T  4.0673E+12 D-2T  5.5913E+11 D-3T  2.0238E+11 8-RT  1.0947E+03 8-1T  4.9970E+07 8-2T  1.0710E+09
 8-3T  8.3315E+07
 15, 2 - 10, 3  1.498  0.865  0.619 2.431E+12
 D-RT  1.9563E+11 D-1T  1.8617E+12 D-2T  3.0612E+11 D-3T  6.7166E+10 8-RT  1.8261E+03 8-1T  5.2679E+07 8-2T  9.8484E+07
 8-3T  1.3699E+07
 15, 2 -  9, 3  1.014  0.716  0.517 1.163E+12
