 D-RT  4.2605E+12 D-1T  6.0811E+10 D-2T  4.6317E+09 D-3T  8.9910E+08
 14, 0 -  3, 1  0.187  0.171  0.126 6.402E+12
 D-RT  6.3889E+12 D-1T  1.2303E+10 D-2T  9.2208E+08 D-3T  1.7212E+08
 14, 0 -  2, 1  0.108  0.099  0.074 9.635E+12
 D-RT  9.6341E+12 D-1T  1.0751E+09 D-2T  7.9437E+07 D-3T  1.4184E+07
 14, 0 - 13, 2  0.108  3.059  1.643 5.740E+13
 Q-RT  5.3709E+07 Q-2T  4.4669E+13 Q-3T  1.2734E+13
 14, 0 - 12, 2  0.108  1.643  1.084 3.947E+12
 Q-RT  9.5025E+07 Q-2T  3.3259E+12 Q-3T  6.2076E+11
 14, 0 - 11, 2  0.108  1.186  0.824 5.695E+11
 Q-RT  1.4735E+08 Q-2T  4.7578E+11 Q-3T  9.3613E+10
 14, 0 - 10, 2  1.832  0.928  0.660 2.931E+11
 Q-RT  2.2105E+08 Q-1T  1.7079E+11 Q-2T  1.0441E+11 Q-3T  1.7635E+10
 14, 0 -  9, 2  1.102  0.750  0.541 1.150E+11
 Q-RT  3.3056E+08 Q-1T  8.4804E+10 Q-2T  2.5432E+10 Q-3T  4.4132E+09
 14, 0 -  8, 2  0.798  0.614  0.447 4.655E+10
 Q-RT  5.0026E+08 Q-1T  3.7430E+10 Q-2T  7.3332E+09 Q-3T  1.2855E+09
 14, 0 -  7, 2  0.611  0.503  0.368 1.862E+10
 Q-RT  7.7406E+08 Q-1T  1.5160E+10 Q-2T  2.2918E+09 Q-3T  3.9827E+08
 14, 0 -  6, 2  0.475  0.408  0.300 7.671E+09
 Q-RT  1.2338E+09 Q-1T  5.5998E+09 Q-2T  7.1573E+08 Q-3T  1.2123E+08
 14, 0 -  5, 2  0.366  0.323  0.238 4.037E+09
 Q-RT  2.0318E+09 Q-1T  1.7687E+09 Q-2T  2.0311E+08 Q-3T  3.3083E+07
 14, 0 -  4, 2  0.272  0.245  0.181 3.880E+09
 Q-RT  3.4061E+09 Q-1T  4.2186E+08 Q-2T  4.5286E+07 Q-3T  7.0231E+06
 14, 0 -  3, 2  0.187  0.171  0.127 5.258E+09
 Q-RT  5.1952E+09 Q-1T  5.5730E+07 Q-2T  5.7325E+06 Q-3T  8.4007E+05
 14, 0 - 13, 3  0.187  3.069  1.646 6.819E+12
 8-RT  1.3929E+03 8-2T  5.7187E+12 8-3T  1.1000E+12
 14, 0 - 12, 3  0.187  1.645  1.085 1.803E+11
 8-RT  2.8402E+03 8-2T  1.5763E+11 8-3T  2.2627E+10
 14, 0 - 11, 3  0.187  1.187  0.824 1.390E+10
 8-RT  5.4441E+03 8-2T  1.2535E+10 8-3T  1.3635E+09
 14, 0 - 10, 3  1.836  0.928  0.660 1.633E+09
 8-RT  1.0312E+04 8-1T  2.9207E+08 8-2T  1.1715E+09 8-3T  1.6906E+08
 14, 0 -  9, 3  1.103  0.750  0.541 4.140E+08
 8-RT  1.9575E+04 8-1T  1.8313E+08 8-2T  2.0186E+08 8-3T  2.8984E+07
 14, 0 -  8, 3  0.799  0.615  0.447 1.125E+08
 8-RT  3.7554E+04 8-1T  6.5256E+07 8-2T  4.1409E+07 8-3T  5.8337E+06
 14, 0 -  7, 3  0.612  0.504  0.368 3.743E+07
 8-RT  7.3124E+04 8-1T  2.6901E+07 8-2T  9.2056E+06 8-3T  1.2465E+06
 14, 0 -  6, 3  0.475  0.408  0.300 1.185E+07
 8-RT  1.4383E+05 8-1T  9.4063E+06 8-2T  2.0395E+06 8-3T  2.5886E+05
 14, 0 -  5, 3  0.366  0.323  0.238 3.254E+06
 8-RT  2.7670E+05 8-1T  2.5336E+06 8-2T  3.9737E+05 8-3T  4.6203E+04
 14, 0 -  4, 3  0.272  0.245  0.181 9.019E+05
 8-RT  4.4565E+05 8-1T  4.0024E+05 8-2T  5.0663E+04 8-3T  5.3268E+03
 14, 1 - 13, 0  0.000  2.997  1.625 1.041E+14
 D-RT  3.5288E+11 D-2T  8.2078E+13 D-3T  2.1716E+13
 14, 1 - 12, 0  0.000  1.631  1.077 1.218E+13
 D-RT  4.2015E+11 D-2T  9.2157E+12 D-3T  2.5404E+12
 14, 1 - 11, 0  0.000  1.180  0.820 4.290E+12
 D-RT  5.0376E+11 D-2T  2.8665E+12 D-3T  9.2000E+11
 14, 1 - 10, 0  1.809  0.924  0.658 1.260E+13
 D-RT  6.2106E+11 D-1T  1.0346E+13 D-2T  1.3281E+12 D-3T  3.0420E+11
 14, 1 -  9, 0  1.095  0.748  0.539 6.377E+12
 D-RT  7.9125E+11 D-1T  4.9404E+12 D-2T  5.2708E+11 D-3T  1.1801E+11
 14, 1 -  8, 0  0.795  0.612  0.445 3.994E+12
 D-RT  1.0474E+12 D-1T  2.6705E+12 D-2T  2.2670E+11 D-3T  4.9565E+10
 14, 1 -  7, 0  0.609  0.502  0.367 2.802E+12
 D-RT  1.4522E+12 D-1T  1.2280E+12 D-2T  1.0040E+11 D-3T  2.1399E+10
 14, 1 -  6, 0  0.473  0.407  0.299 2.741E+12
 D-RT  2.1360E+12 D-1T  5.5245E+11 D-2T  4.3867E+10 D-3T  9.0910E+09
 14, 1 -  5, 0  0.364  0.322  0.237 3.656E+12
 D-RT  3.4021E+12 D-1T  2.3250E+11 D-2T  1.8036E+10 D-3T  3.6236E+09
 14, 1 -  4, 0  0.271  0.244  0.180 6.172E+12
 D-RT  6.0781E+12 D-1T  8.5811E+10 D-2T  6.5309E+09 D-3T  1.2674E+09
 14, 1 -  3, 0  0.186  0.170  0.126 1.306E+13
 D-RT  1.3030E+13 D-1T  2.4736E+10 D-2T  1.8525E+09 D-3T  3.4568E+08
 14, 1 -  2, 0  0.107  0.099  0.073 3.907E+13
 D-RT  3.9065E+13 D-1T  4.2653E+09 D-2T  3.1495E+08 D-3T  5.6216E+07
 14, 1 -  1, 0  0.040  0.037  0.028 1.763E+14
 D-RT  1.7632E+14 D-1T  1.9944E+08 D-2T  1.4563E+07 D-3T  2.4882E+06
 14, 1 - 13, 1  0.040  3.016  1.631 2.562E+14
 M-2T  1.9679E+14 M-3T  2.3716E+13 Q-RT  3.2774E+07 Q-2T  2.8126E+13 Q-3T  7.6057E+12
 14, 1 - 12, 1  0.040  1.635  1.079 4.068E+13
 M-2T  3.4563E+13 M-3T  3.6536E+12 Q-RT  5.5420E+07 Q-2T  2.0848E+12 Q-3T  3.7465E+11
 14, 1 - 11, 1  0.040  1.182  0.822 7.902E+12
 M-2T  7.5512E+12 Q-RT  8.5999E+07 Q-2T  2.9772E+11 Q-3T  5.3228E+10
 14, 1 - 10, 1  1.818  0.925  0.658 2.225E+13
 M-1T  2.2072E+13 Q-RT  1.3170E+08 Q-1T  1.1081E+11 Q-2T  6.0932E+10 Q-3T  1.0295E+10
 14, 1 -  9, 1  1.098  0.748  0.540 6.193E+12
 M-1T  6.1180E+12 Q-RT  2.0417E+08 Q-1T  5.6277E+10 Q-2T  1.5437E+10 Q-3T  2.6792E+09
 14, 1 -  8, 1  0.796  0.613  0.446 2.993E+10
 Q-RT  3.2573E+08 Q-1T  2.4080E+10 Q-2T  4.7008E+09 Q-3T  8.2398E+08
 14, 1 -  7, 1  0.610  0.502  0.367 1.291E+10
 Q-RT  5.4304E+08 Q-1T  1.0504E+10 Q-2T  1.5841E+09 Q-3T  2.7522E+08
 14, 1 -  6, 1  0.474  0.407  0.299 5.922E+09
 Q-RT  9.6345E+08 Q-1T  4.3150E+09 Q-2T  5.5053E+08 Q-3T  9.3217E+07
 14, 1 -  5, 1  0.365  0.323  0.238 3.678E+09
 Q-RT  1.8652E+09 Q-1T  1.5996E+09 Q-2T  1.8344E+08 Q-3T  2.9866E+07
 14, 1 -  4, 1  0.271  0.245  0.181 4.651E+09
 Q-RT  4.0918E+09 Q-1T  4.9782E+08 Q-2T  5.3383E+07 Q-3T  8.2747E+06
 14, 1 -  3, 1  0.187  0.171  0.126 1.093E+10
 Q-RT  1.0807E+10 Q-1T  1.1329E+08 Q-2T  1.1642E+07 Q-3T  1.7052E+06
 14, 1 -  2, 1  0.108  0.099  0.074 3.732E+10
 Q-RT  3.7308E+10 Q-1T  1.3310E+07 Q-2T  1.3288E+06 Q-3T  1.8283E+05
 14, 1 - 13, 2  0.108  3.043  1.638 1.212E+14
 D-RT  3.6244E+11 D-2T  9.3803E+13 D-3T  2.2650E+13 8-RT  9.1028E+02 8-2T  3.6999E+12 8-3T  6.9937E+11
 14, 1 - 12, 2  0.108  1.641  1.082 1.047E+13
 D-RT  3.8229E+11 D-2T  7.8432E+12 D-3T  2.1386E+12 8-RT  1.4561E+03 8-2T  9.1120E+10 8-3T  1.2618E+10
 14, 1 - 11, 2  0.108  1.185  0.823 3.113E+12
 D-RT  4.0470E+11 D-2T  1.9474E+12 D-3T  7.5425E+11 8-RT  2.3563E+03 8-2T  6.5642E+09 8-3T  5.7931E+08
 14, 1 - 10, 2  1.829  0.927  0.659 7.634E+12
 D-RT  4.3826E+11 D-1T  6.0234E+12 D-2T  9.5355E+11 D-3T  2.1848E+11 8-RT  3.9883E+03 8-1T  1.4885E+08 8-2T  4.4683E+08
 8-3T  6.4479E+07
 14, 1 -  9, 2  1.101  0.750  0.540 3.493E+12
 D-RT  4.8491E+11 D-1T  2.6058E+12 D-2T  3.2828E+11 D-3T  7.3524E+10 8-RT  7.1188E+03 8-1T  8.7038E+07 8-2T  7.2587E+07
 8-3T  1.0421E+07
 14, 1 -  8, 2  0.798  0.614  0.446 2.109E+12
 D-RT  5.4681E+11 D-1T  1.4159E+12 D-2T  1.2026E+11 D-3T  2.6304E+10 8-RT  1.3508E+04 8-1T  2.3329E+07 8-2T  1.4750E+07
 8-3T  2.0777E+06
 14, 1 -  7, 2  0.611  0.503  0.368 1.218E+12
 D-RT  6.2657E+11 D-1T  5.3846E+11 D-2T  4.4047E+10 D-3T  9.3911E+09 8-RT  2.7552E+04 8-1T  1.0074E+07 8-2T  3.4381E+06
 8-3T  4.6542E+05
 14, 1 -  6, 2  0.475  0.408  0.300 9.351E+11
 D-RT  7.2575E+11 D-1T  1.9106E+11 D-2T  1.5177E+10 D-3T  3.1466E+09 8-RT  6.1305E+04 8-1T  3.9837E+06 8-2T  8.6203E+05
 8-3T  1.0938E+05
 14, 1 -  5, 2  0.366  0.323  0.238 9.032E+11
 D-RT  8.3923E+11 D-1T  5.8535E+10 D-2T  4.5421E+09 D-3T  9.1299E+08 8-RT  1.5152E+05 8-1T  1.3777E+06 8-2T  2.1576E+05
 8-3T  2.5077E+04
 14, 1 -  4, 2  0.272  0.245  0.181 9.482E+11
 D-RT  9.3349E+11 D-1T  1.3511E+10 D-2T  1.0286E+09 D-3T  1.9971E+08 8-RT  4.2161E+05 8-1T  3.7561E+05 8-2T  4.7490E+04
 8-3T  4.9912E+03
 14, 1 -  3, 2  0.187  0.171  0.127 8.612E+11
 D-RT  8.5935E+11 D-1T  1.6862E+09 D-2T  1.2631E+08 D-3T  2.3583E+07 8-RT  1.2486E+06 8-1T  6.1696E+04 8-2T  6.8441E+03
 8-3T  6.5071E+02
 14, 1 - 13, 3  0.187  3.052  1.641 2.472E+13
 Q-RT  2.4967E+07 Q-2T  1.9085E+13 Q-3T  5.6386E+12
 14, 1 - 12, 3  0.187  1.643  1.083 1.657E+12
 Q-RT  4.2746E+07 Q-2T  1.3907E+12 Q-3T  2.6615E+11
 14, 1 - 11, 3  0.187  1.186  0.824 2.338E+11
 Q-RT  6.3444E+07 Q-2T  1.9348E+11 Q-3T  4.0282E+10
 14, 1 - 10, 3  1.833  0.928  0.660 1.158E+11
 Q-RT  9.0067E+07 Q-1T  6.5950E+10 Q-2T  4.2578E+10 Q-3T  7.1910E+09
 14, 1 -  9, 3  1.102  0.750  0.541 4.238E+10
 Q-RT  1.2567E+08 Q-1T  3.0885E+10 Q-2T  9.6856E+09 Q-3T  1.6806E+09
 14, 1 -  8, 3  0.799  0.614  0.447 1.623E+10
 Q-RT  1.7399E+08 Q-1T  1.3050E+10 Q-2T  2.5565E+09 Q-3T  4.4812E+08
 14, 1 -  7, 3  0.611  0.503  0.368 5.767E+09
 Q-RT  2.3898E+08 Q-1T  4.6949E+09 Q-2T  7.0964E+08 Q-3T  1.2332E+08
 14, 1 -  6, 3  0.475  0.408  0.300 2.004E+09
 Q-RT  3.2136E+08 Q-1T  1.4643E+09 Q-2T  1.8710E+08 Q-3T  3.1691E+07
 14, 1 -  5, 3  0.366  0.323  0.238 8.048E+08
 Q-RT  4.0410E+08 Q-1T  3.5349E+08 Q-2T  4.0576E+07 Q-3T  6.6096E+06
 14, 1 -  4, 3  0.272  0.245  0.181 4.536E+08
 Q-RT  3.9784E+08 Q-1T  4.9580E+07 Q-2T  5.3197E+06 Q-3T  8.2507E+05
 14, 1 - 13, 4  0.272  3.058  1.643 2.729E+12
 8-RT  5.9156E+02 8-2T  2.2839E+12 8-3T  4.4509E+11
 14, 1 - 12, 4  0.272  1.644  1.084 7.407E+10
 8-RT  1.2748E+03 8-2T  6.4606E+10 8-3T  9.4674E+09
 14, 1 - 11, 4  0.272  1.187  0.824 5.749E+09
 8-RT  2.4657E+03 8-2T  5.1347E+09 8-3T  6.1458E+08
 14, 1 - 10, 4  1.835  0.928  0.660 6.999E+08
 8-RT  4.5179E+03 8-1T  1.1389E+08 8-2T  5.1210E+08 8-3T  7.3897E+07
 14, 1 -  9, 4  1.103  0.750  0.541 1.615E+08
 8-RT  7.9743E+03 8-1T  6.7501E+07 8-2T  8.2176E+07 8-3T  1.1798E+07
 14, 1 -  8, 4  0.799  0.615  0.447 4.076E+07
 8-RT  1.3595E+04 8-1T  2.3640E+07 8-2T  1.4996E+07 8-3T  2.1126E+06
 14, 1 -  7, 4  0.612  0.504  0.368 1.131E+07
 8-RT  2.2069E+04 8-1T  8.1299E+06 8-2T  2.7815E+06 8-3T  3.7663E+05
 14, 1 -  6, 4  0.475  0.408  0.300 2.669E+06
 8-RT  3.2335E+04 8-1T  2.1190E+06 8-2T  4.5935E+05 8-3T  5.8304E+04
 14, 1 -  5, 4  0.366  0.324  0.238 4.138E+05
 8-RT  3.5100E+04 8-1T  3.2230E+05 8-2T  5.0534E+04 8-3T  5.8762E+03
 14, 2 - 13, 0  0.000  2.977  1.619 2.656E+13
 Q-RT  2.4016E+07 Q-2T  2.1110E+13 Q-3T  5.4469E+12
 14, 2 - 12, 0  0.000  1.628  1.076 1.754E+12
 Q-RT  3.6871E+07 Q-2T  1.4953E+12 Q-3T  2.5906E+11
 14, 2 - 11, 0  0.000  1.179  0.820 2.356E+11
 Q-RT  5.3934E+07 Q-2T  2.0292E+11 Q-3T  3.2627E+10
 14, 2 - 10, 0  1.806  0.924  0.657 1.153E+11
 Q-RT  7.8624E+07 Q-1T  7.3368E+10 Q-2T  3.5798E+10 Q-3T  6.0419E+09
 14, 2 -  9, 0  1.094  0.747  0.539 4.562E+10
 Q-RT  1.1617E+08 Q-1T  3.5323E+10 Q-2T  8.6727E+09 Q-3T  1.5034E+09
 14, 2 -  8, 0  0.794  0.612  0.445 1.600E+10
 Q-RT  1.7587E+08 Q-1T  1.2874E+10 Q-2T  2.5106E+09 Q-3T  4.3948E+08
 14, 2 -  7, 0  0.609  0.502  0.367 6.479E+09
 Q-RT  2.7523E+08 Q-1T  5.2713E+09 Q-2T  7.9490E+08 Q-3T  1.3790E+08
 14, 2 -  6, 0  0.473  0.407  0.299 2.735E+09
 Q-RT  4.4884E+08 Q-1T  1.9894E+09 Q-2T  2.5395E+08 Q-3T  4.2932E+07
 14, 2 -  5, 0  0.364  0.322  0.237 1.501E+09
 Q-RT  7.6545E+08 Q-1T  6.4892E+08 Q-2T  7.4482E+07 Q-3T  1.2107E+07
 14, 2 -  4, 0  0.271  0.244  0.180 1.521E+09
 Q-RT  1.3401E+09 Q-1T  1.6084E+08 Q-2T  1.7266E+07 Q-3T  2.6719E+06
 14, 2 -  3, 0  0.186  0.170  0.126 2.087E+09
 Q-RT  2.0629E+09 Q-1T  2.1253E+07 Q-2T  2.1868E+06 Q-3T  3.1973E+05
 14, 2 -  2, 0  0.107  0.099  0.073 9.823E+07
 Q-RT  9.8196E+07 Q-1T  3.4157E+04 Q-2T  3.4145E+03 Q-3T  4.6899E+02
 14, 2 -  1, 0  0.040  0.037  0.028 7.741E+11
 Q-RT  7.7414E+11 Q-1T  1.6420E+06 Q-2T  1.6071E+05 Q-3T  2.0813E+04
 14, 2 - 13, 1  0.040  2.996  1.625 1.545E+14
 D-RT  5.1204E+11 D-2T  1.1826E+14 D-3T  3.1947E+13 8-RT  8.3636E+02 8-2T  3.1977E+12 8-3T  5.9437E+11
 14, 2 - 12, 1  0.040  1.632  1.078 1.901E+13
 D-RT  6.2614E+11 D-2T  1.4384E+13 D-3T  3.9325E+12 8-RT  8.6926E+02 8-2T  6.4176E+10 8-3T  8.4543E+09
 14, 2 - 11, 1  0.040  1.181  0.821 6.855E+12
 D-RT  7.6887E+11 D-2T  4.6732E+12 D-3T  1.4087E+12 8-RT  8.6433E+02 8-2T  3.5893E+09 8-3T  2.0504E+08
 14, 2 - 10, 1  1.814  0.925  0.658 2.076E+13
 D-RT  9.6934E+11 D-1T  1.7231E+13 D-2T  2.0838E+12 D-3T  4.7668E+11 8-RT  7.9901E+02 8-1T  6.5027E+07 8-2T  8.7173E+07
 8-3T  1.2562E+07
 14, 2 -  9, 1  1.097  0.748  0.539 1.061E+13
 D-RT  1.2622E+12 D-1T  8.3160E+12 D-2T  8.4579E+11 D-3T  1.8913E+11 8-RT  6.2396E+02 8-1T  2.4690E+07 8-2T  6.2226E+06
 8-3T  8.9206E+05
 14, 2 -  8, 1  0.796  0.613  0.446 6.537E+12
 D-RT  1.7077E+12 D-1T  4.3760E+12 D-2T  3.7208E+11 D-3T  8.1250E+10 8-RT  2.9719E+02 8-1T  5.0600E+05 8-2T  3.1820E+05
 8-3T  4.4747E+04
 14, 2 -  7, 1  0.610  0.502  0.367 4.685E+12
 D-RT  2.4213E+12 D-1T  2.0594E+12 D-2T  1.6865E+11 D-3T  3.5900E+10 8-RT  2.6758E-08 8-1T  9.6381E-06 8-2T  3.2783E-06
 8-3T  4.4297E-07
 14, 2 -  6, 1  0.474  0.407  0.299 4.684E+12
 D-RT  3.6436E+12 D-1T  9.4881E+11 D-2T  7.5459E+10 D-3T  1.5620E+10 8-RT  1.5090E+03 8-1T  9.6490E+04 8-2T  2.0839E+04
 8-3T  2.6387E+03
 14, 2 -  5, 1  0.365  0.323  0.238 6.382E+12
 D-RT  5.9346E+12 D-1T  4.0892E+11 D-2T  3.1770E+10 D-3T  6.3757E+09 8-RT  1.7411E+04 8-1T  1.5548E+05 8-2T  2.4329E+04
 8-3T  2.8216E+03
 14, 2 -  4, 1  0.271  0.245  0.181 1.097E+13
 D-RT  1.0797E+13 D-1T  1.5402E+11 D-2T  1.1740E+10 D-3T  2.2758E+09 8-RT  1.4670E+05 8-1T  1.2793E+05 8-2T  1.6175E+04
 8-3T  1.6963E+03
 14, 2 -  3, 1  0.187  0.171  0.126 2.317E+13
 D-RT  2.3125E+13 D-1T  4.4517E+10 D-2T  3.3390E+09 D-3T  6.2239E+08 8-RT  1.4654E+06 8-1T  7.0472E+04 8-2T  7.8225E+03
 8-3T  7.4214E+02
 14, 2 -  2, 1  0.108  0.099  0.074 6.264E+13
 D-RT  6.2630E+13 D-1T  6.9877E+09 D-2T  5.1674E+08 D-3T  9.2137E+07 8-RT  2.5519E+07 8-1T  2.4550E+04 8-2T  2.5279E+03
 8-3T  2.1929E+02
 14, 2 - 13, 2  0.108  3.021  1.632 2.483E+14
 M-2T  1.9894E+14 M-3T  2.3891E+13 Q-RT  2.2813E+07 Q-2T  2.0034E+13 Q-3T  5.3819E+12
 14, 2 - 12, 2  0.108  1.637  1.081 3.994E+13
 M-2T  3.4568E+13 M-3T  3.6419E+12 Q-RT  3.7998E+07 Q-2T  1.4689E+12 Q-3T  2.6215E+11
 14, 2 - 11, 2  0.108  1.184  0.822 7.696E+12
 M-2T  7.4536E+12 Q-RT  5.8026E+07 Q-2T  2.0637E+11 Q-3T  3.6263E+10
 14, 2 - 10, 2  1.825  0.927  0.659 2.155E+13
 M-1T  2.1423E+13 Q-RT  8.7244E+07 Q-1T  7.5112E+10 Q-2T  4.0828E+10 Q-3T  6.8877E+09
 14, 2 -  9, 2  1.100  0.749  0.540 5.870E+12
 M-1T  5.8204E+12 Q-RT  1.3230E+08 Q-1T  3.7347E+10 Q-2T  1.0120E+10 Q-3T  1.7539E+09
 14, 2 -  8, 2  0.798  0.614  0.446 1.903E+10
 Q-RT  2.0523E+08 Q-1T  1.5303E+10 Q-2T  2.9979E+09 Q-3T  5.2478E+08
 14, 2 -  7, 2  0.611  0.503  0.368 7.911E+09
 Q-RT  3.2960E+08 Q-1T  6.4390E+09 Q-2T  9.7384E+08 Q-3T  1.6899E+08
 14, 2 -  6, 2  0.475  0.408  0.300 3.442E+09
 Q-RT  5.5441E+08 Q-1T  2.5119E+09 Q-2T  3.2127E+08 Q-3T  5.4338E+07
 14, 2 -  5, 2  0.366  0.323  0.238 1.961E+09
 Q-RT  9.8765E+08 Q-1T  8.5879E+08 Q-2T  9.8690E+07 Q-3T  1.6052E+07
 14, 2 -  4, 2  0.272  0.245  0.181 2.126E+09
 Q-RT  1.8661E+09 Q-1T  2.3097E+08 Q-2T  2.4813E+07 Q-3T  3.8426E+06
 14, 2 -  3, 2  0.187  0.171  0.127 3.507E+09
 Q-RT  3.4654E+09 Q-1T  3.7160E+07 Q-2T  3.8253E+06 Q-3T  5.5979E+05
 14, 2 - 13, 3  0.187  3.031  1.635 8.812E+13
 D-RT  2.6225E+11 D-2T  6.9386E+13 D-3T  1.6053E+13 8-RT  5.1477E+02 8-2T  2.0367E+12 8-3T  3.8486E+11
 14, 2 - 12, 3  0.187  1.639  1.082 6.872E+12
 D-RT  2.5688E+11 D-2T  5.1762E+12 D-3T  1.3819E+12 8-RT  8.2522E+02 8-2T  5.0301E+10 8-3T  6.9865E+09
 14, 2 - 11, 3  0.187  1.185  0.823 1.879E+12
 D-RT  2.5437E+11 D-2T  1.1476E+12 D-3T  4.7349E+11 8-RT  1.3363E+03 8-2T  3.6035E+09 8-3T  3.2767E+08
 14, 2 - 10, 3  1.829  0.927  0.659 4.192E+12
 D-RT  2.5702E+11 D-1T  3.2459E+12 D-2T  5.6005E+11 D-3T  1.2815E+11 8-RT  2.2341E+03 8-1T  8.0116E+07 8-2T  2.5068E+08
 8-3T  3.6126E+07
 14, 2 -  9, 3  1.101  0.750  0.540 1.807E+12
 D-RT  2.6314E+11 D-1T  1.3249E+12 D-2T  1.7857E+11 D-3T  3.9941E+10 8-RT  3.8697E+03 8-1T  4.5568E+07 8-2T  3.9591E+07
 8-3T  5.6764E+06
 14, 2 -  8, 3  0.798  0.614  0.447 1.045E+12
 D-RT  2.7052E+11 D-1T  7.0159E+11 D-2T  5.9683E+10 D-3T  1.3037E+10 8-RT  6.9650E+03 8-1T  1.2055E+07 8-2T  7.6414E+06
 8-3T  1.0749E+06
 14, 2 -  7, 3  0.611  0.503  0.368 5.365E+11
 D-RT  2.7558E+11 D-1T  2.3737E+11 D-2T  1.9446E+10 D-3T  4.1407E+09 8-RT  1.3051E+04 8-1T  4.7873E+06 8-2T  1.6380E+06
 8-3T  2.2146E+05
 14, 2 -  6, 3  0.475  0.408  0.300 3.499E+11
 D-RT  2.7138E+11 D-1T  7.1655E+10 D-2T  5.7004E+09 D-3T  1.1803E+09 8-RT  2.5359E+04 8-1T  1.6550E+06 8-2T  3.5897E+05
 8-3T  4.5493E+04
 14, 2 -  5, 3  0.366  0.323  0.238 2.623E+11
 D-RT  2.4361E+11 D-1T  1.7056E+10 D-2T  1.3254E+09 D-3T  2.6609E+08 8-RT  4.9705E+04 8-1T  4.5450E+05 8-2T  7.1327E+04
 8-3T  8.2813E+03
 14, 2 -  4, 3  0.272  0.245  0.181 1.667E+11
 D-RT  1.6414E+11 D-1T  2.3874E+09 D-2T  1.8202E+08 D-3T  3.5298E+07 8-RT  8.5158E+04 8-1T  7.6416E+04 8-2T  9.6800E+03
 8-3T  1.0163E+03
 14, 2 - 13, 4  0.272  3.036  1.636 1.477E+13
 Q-RT  1.6401E+07 Q-2T  1.1304E+13 Q-3T  3.4641E+12
 14, 2 - 12, 4  0.272  1.640  1.082 9.469E+11
 Q-RT  2.6367E+07 Q-2T  7.9159E+11 Q-3T  1.5531E+11
 14, 2 - 11, 4  0.272  1.185  0.823 1.280E+11
 Q-RT  3.6515E+07 Q-2T  1.0493E+11 Q-3T  2.3062E+10
 14, 2 - 10, 4  1.831  0.927  0.660 5.949E+10
 Q-RT  4.7739E+07 Q-1T  3.3102E+10 Q-2T  2.2540E+10 Q-3T  3.8019E+09
 14, 2 -  9, 4  1.102  0.750  0.541 1.967E+10
 Q-RT  6.0157E+07 Q-1T  1.4163E+10 Q-2T  4.6385E+09 Q-3T  8.0378E+08
 14, 2 -  8, 4  0.799  0.614  0.447 6.808E+09
 Q-RT  7.2971E+07 Q-1T  5.4736E+09 Q-2T  1.0739E+09 Q-3T  1.8798E+08
 14, 2 -  7, 4  0.612  0.503  0.368 2.015E+09
